"","location_id","site_id","bio_sample","turbidity","chloride_mg","tp_ug","tn_mg","alkalinity","sulfate_mg","silt_rating","finesed_perc"
"327",501418,"133300000222","2020.099",0.1,11.5,2.5,0.26,32.2,3.43,3,0
"328",523047,"133300000229","2020.100",3.6,9.6,19.7,0.2,27.5,1.75,5,0
"329",523060,"133304000025","2020.147",0.2,39.1,14.5,0.1,44.7,5.82,3,1
"330",501420,"133312000001","2014.003",4.91,36.9,6.74,0.62,87,9.73,NA,8
"331",501420,"133312000001","2020.066",26,89.7,11.3,0.91,113,10.8,5,1
"332",501421,"133312000002","2006.046",3.02,16.9,6.81,0.88,74.3,9.43,5,0
"333",501422,"133312000003","2006.047",0.2,14.4,5.06,0.27,60.1,8.26,2,1
"334",523011,"133312000009","2020.067",0.1,3.5,7.1,0.31,87,13.8,4,10
"335",501423,"133313000003","2006.049",1.69,16.3,9.22,0.47,108,9.2,3,0
"336",523039,"133313000004","2020.068",1.6,29.5,10.3,0.36,118,11.3,4,1
"337",501425,"133313000073","2006.062",0.32,12.7,8.97,0.5,106,8.61,3,0
"338",523040,"133313010002","2020.069",0.1,89.5,6.1,0.47,160,17.5,4,0
"339",501426,"133313010015","2006.061",0.2,70.4,8.89,0.52,178,15.3,4,3
"340",501426,"133313010015","2020.076",0.1,137,8.5,0.92,159,23.2,5,10
"341",501430,"133313110011","2006.063",0.2,1,8.02,0.28,38.2,6.13,4,0
"342",523069,"133314000001","2020.159",0.2,2.6,5.6,0.05,41.8,4.74,4,1
"343",505086,"133317000009","2012.068",0.4,2,8.26,0.16,29,3.48,3,11
"344",505086,"133317000009","2020.102",0.1,1,2.5,0.05,22.6,3.69,1,0
"345",505088,"133325000005","2012.135",0.2,1,2.5,0.16,14,2.81,NA,NA
"346",523049,"133326000001","2020.103",0.2,1,5.6,0.17,15.6,3.42,3,0
"347",523048,"133340000002","2020.101",0.1,1,5.4,0.33,32.5,3.57,3,0
"348",509719,"133400000005","2014.022",0.22,1,9.57,0.19,23,5.76,1,14
"349",523055,"133600000004","2020.127",NA,19.5,2.5,0.05,69.3,7.51,3,9
"350",505090,"133600000047","2012.041",0.48,10.2,5.46,0.15,70,9.9,3,1
"351",523063,"134100000004","2020.151",0.1,1,6.8,0.05,52.1,10.6,4,9
"352",523054,"134600000002","2020.126",NA,10.8,2.5,0.23,31.5,4.94,2,0
"353",505091,"134600000032","2012.014",0.61,3.82,2.5,0.43,29,5.11,1,10
"354",522680,"134600000045","2019.105",0.5,7.88,7,0.3,26,4.622,2,0
"355",501434,"134600000060","2007.058",0.1,9.3,2.5,0.36,16.5,5.17,2,12
"356",501435,"134600000070","2007.088",0.2,12.1,5.3,0.29,22.4,5.64,2,2
"357",515403,"134601000005","2016.014",0.71,1,7.17,0.16,15,5.83,2,14
"358",501436,"134601000012","2006.081",0.2,1,8.17,0.16,10.7,5.82,1,5
"359",523062,"134606000019","2020.152",0.2,1,7.4,0.05,28.4,4.7,1,1
"360",509717,"135100000002","2014.018",0.2,3.89,8.05,0.2,20,5.24,2,5
"361",509717,"135100000002","2015.031",0.71,2.442,7.02,0.2,21.5,6.05,3,8
"362",509717,"135100000002","2016.012",0.54,3.02,5.91,0.19,23,6.99,2,8
"363",509718,"135200000001","2014.019",0.39,1,7.28,0.17,77.5,5.4,2,8
"364",509718,"135200000001","2015.030",0.66,1,7.21,0.29,97.63,8.56,2,7
"365",509718,"135200000001","2016.118",2.3,1,7.45,0.26,102,9.79,2,6
"366",509743,"135402000002","2014.107",0.31,4.01,6.17,0.16,46,5.74,3,7
"367",509743,"135402000002","2015.018",0.2,3.654,7.78,0.05,43,5.31,2,6
"368",509743,"135402000002","2016.021",0.2,3.98,5.49,0.25,46,6.75,3,11
"369",509715,"135403000011","2014.015",0.2,1,5.68,0.24,4,3.41,2,7
"370",509715,"135403000011","2015.017",0.47,1,2.5,0.05,7.93,4.33,NA,2
"371",509715,"135403000011","2016.023",0.2,1,2.5,0.31,8,4.73,1,5
"372",501440,"135404000018","2003.112",0.14,0.29,4,0.05,5.7,4.7,1,3
"373",501440,"135404000018","2004.118",0.28,1,3,0.05,7,4.85,0,2
"374",501440,"135404000018","2005.099",0.21,1,2.5,0.13,4.97,4.96,0,1
"375",501440,"135404000018","2009.017",1.17,1,6.65,0.18,7.4,4.09,1,10
"376",501440,"135404000018","2010.100",0.2,1,8.7,0.12,10.9,4.08,1,2
"377",501440,"135404000018","2012.094",0.53,1,2.5,0.25,6,3.25,2,1
"378",501440,"135404000018","2013.047",0.2,1,2.5,0.24,8,3.61,1,2
"379",501440,"135404000018","2014.014",0.2,1,6.47,0.29,7,3.43,2,5
"380",501440,"135404000018","2015.015",0.72,1,2.5,0.23,9.88,4.23,1,3
"381",501440,"135404000018","2016.024",0.23,1,2.5,0.3,11,5.21,1,3
"382",501440,"135404000018","2017.004",1.3,1,5.5,0.19,8,4.05,1,8
"383",501440,"135404000018","2018.043",NA,1,7.18,0.23,9,3.15,2,0
"384",501440,"135404000018","2019.081",NA,1,5,0.19,10.31,4.14,1,0
"385",501440,"135404000018","2020.140",0.1,1,9.3,0.05,11.2,4.84,1,0
"386",501441,"135408000001","2003.113",0.11,0.28,5,0.14,8.2,4.46,1,3
"387",501441,"135408000001","2004.119",0.2,1,3,0.14,12.4,4.76,1,1
"388",501441,"135408000001","2005.100",0.2,1,2.5,0.17,11.9,4.82,1,2
"389",509714,"135408000024","2014.013",0.2,1,5.49,0.34,13,3.94,2,5
"390",509714,"135408000024","2015.016",0.25,1,2.5,0.37,17,4.41,1,1
"391",509714,"135408000024","2016.020",0.31,1,6.8,0.39,21,5.25,1,1
"392",501442,"135411000013","2009.018",0.26,1,8.88,0.17,4.6,3.63,1,7
"393",501442,"135411000013","2010.131",0.34,1,5.29,0.18,4.4,3.75,0,0
"394",501442,"135411000013","2012.096",0.61,1,2.5,0.17,3.5,2.97,1,0
"395",501442,"135411000013","2013.048",0.2,1,2.5,0.21,4.5,3.03,0,4
"396",501442,"135411000013","2014.012",0.2,1,6.48,0.2,4,3.03,1,7
"397",501442,"135411000013","2015.029",0.23,1,6.15,0.32,11,4.51,1,0
"398",501442,"135411000013","2016.025",0.71,0.22,9.46,0.37,11.61,4.64,0,1
"399",501442,"135411000013","2017.003",2.3,1,5.47,0.29,11,4.28,0,1
"400",501442,"135411000013","2018.045",NA,1,6.48,0.21,11,2.86,1,0
"401",501442,"135411000013","2019.080",0.1,1,6,0.25,11.59,4.155,1,0
"402",501442,"135411000013","2020.141",0.1,1,9.8,0.2,18.3,5.25,1,0
"403",509716,"135900000010","2014.017",0.25,1,7.55,0.27,33,13.01,2,8
"404",509716,"135900000010","2015.028",0.52,1,6.75,0.23,34,16.48,1,3
"405",509716,"135900000010","2016.015",0.21,1,7.04,0.34,38,21.37,2,5
"406",501447,"136204000039","2017.006",1.7,1,5.25,0.19,13,4.39,1,0
"407",501447,"136204000039","2019.032",0,1,5,0.26,15.5,4.118,1,0
"408",501447,"136204000039","2020.143",0.1,1,7.7,0.05,26.2,5.96,1,0
"409",508449,"136204070001","2016.013",0.61,0.23,8.08,0.55,10.67,5.31,1,3
"410",508447,"136204100001","2016.022",0.41,0.27,6.48,0.33,18.6,5.2,1,0
"411",505094,"136208000014","2017.005",3.2,25.32,2.5,0.21,20,4.32,1,1
"412",505094,"136208000014","2019.031",0,42,5,0.35,26,4.41,3,2
"413",505094,"136208000014","2020.142",0.2,45.4,8.9,0.22,32.8,5.13,2,2
"414",510283,"136802000009","2015.019",0.2,1,2.5,0.23,8.28,4.18,2,2
"415",510283,"136802000009","2019.030",0,1,5,0.2,8.5,4.08,0,2
"416",510283,"136802000009","2020.130",0.1,1,6.5,0.25,9.6,4.89,2,0
"417",501449,"140000000016","2006.053",0.32,70.4,8.93,0.33,71.9,9.36,2,3
"418",515778,"140000000039","2017.095",2.1,8.48,8.07,0.14,90,7.17,3,13
"419",505095,"140000000067","2010.126",1.37,1,7.32,0.05,12.6,4.93,2,2
"420",515779,"140800000011","2017.094",1.1,15.9,7.34,0.05,73,5.09,3,15
"421",501450,"150000000038","2004.077",1.71,9.4,8,0.14,74.5,12,2,13
"422",501450,"150000000038","2005.094",1.78,17.7,5.63,0.14,89.9,23.3,3,2
"423",501450,"150000000038","2007.038",4.18,11.1,11,0.2,89.9,19.6,4,13
"424",501450,"150000000038","2008.012",0.74,13.6,7.57,0.18,88.3,13.1,4,12
"425",501450,"150000000038","2009.022",1.47,9.36,6.83,0.16,85.4,10.6,2,6
"426",501450,"150000000038","2010.012",0.33,11.1,11.4,0.17,98,11.5,4,35
"427",501451,"150000000073","2005.093",0.55,18.9,7.14,0.17,76.2,8.45,2,1
"428",505101,"150000000159","2012.025",0.46,10.6,6.35,0.1,102,8.63,2,6
"429",501452,"150000000161","2006.037",0.48,11.8,9.6,0.13,103,7.66,3,10
"430",501452,"150000000161","2012.026",0.48,11.8,9.6,0.13,103,7.66,2,3
"431",501453,"150400000014","2004.078",2.9,8.8,8,0.11,91.8,19.2,NA,0
"432",501453,"150400000014","2005.092",5.59,17.4,5,0.14,101,48.8,2,4
"433",501453,"150400000014","2006.014",3.19,9.18,5.03,0.17,99,26.8,2,16
"434",501453,"150400000014","2007.037",6.85,8.46,2.5,0.17,94.6,36.3,2,9
"435",501453,"150400000014","2008.018",0.37,13,5.64,0.12,103,22.5,2,5
"436",501453,"150400000014","2009.019",1.06,7.99,6.27,0.14,101,16.4,2,4
"437",501453,"150400000014","2010.016",0.2,10,6.83,0.12,118,21.1,3,3
"438",501453,"150400000014","2012.018",4.2,11.9,12.9,0.15,104,21.5,3,4
"439",501455,"150400000038","2005.091",37.2,17.5,8.67,0.14,115,63.7,3,7
"440",501455,"150400000038","2005.156",37.2,17.5,8.67,0.14,115,63.7,3,7
"441",501455,"150400000038","2006.015",13.4,9.13,5.92,0.13,110,33.6,3,10
"442",501455,"150400000038","2007.036",12.4,7.03,6.63,0.15,100,44.2,5,11
"443",501455,"150400000038","2008.017",0.61,12.4,7.07,0.15,112,26.1,3,7
"444",501455,"150400000038","2009.020",2.33,8.42,7.46,0.15,116,16.6,3,8
"445",501455,"150400000038","2010.017",0.65,9.55,6.84,0.12,125,32.5,2,11
"446",501455,"150400000038","2012.020",0.8,9.12,7.16,0.1,117,21.9,4,7
"447",501455,"150400000038","2013.017",3.8,8.61,15.8,0.2,119.5,10.72,3,10
"448",505106,"150400000046","2012.021",1.1,9.53,6.96,0.1,117,22.8,4,23
"449",505106,"150400000046","2013.018",3.08,6.91,15.8,0.26,116,9.87,4,15
"450",505106,"150400000046","2019.059",0.101,18.6,2.5,0.34,123.5,16.814,2,3
"451",505108,"150400000048","2012.023",0.47,9.54,6.76,0.1,120,9.49,3,5
"452",505108,"150400000048","2013.019",3.17,6.44,14.6,0.18,116,7.5,4,9
"453",501457,"150400000060","2004.079",0.45,9,22,0.19,120,7.94,3,12
"454",501457,"150400000060","2005.090",0.24,17.7,5.5,0.22,141,9.3,2,0
"455",501457,"150400000060","2006.016",0.58,8.76,6.27,0.26,127,7.3,1,4
"456",501457,"150400000060","2007.035",0.41,7.62,6.12,0.2,113,7.61,1,3
"457",501457,"150400000060","2008.016",0.25,11.6,7.14,0.19,121,7.29,1,5
"458",501457,"150400000060","2009.021",0.99,7.85,7.43,0.19,124,6.44,2,5
"459",501457,"150400000060","2010.018",0.2,9.66,8.4,0.15,136,6.53,1,5
"460",501457,"150400000060","2012.017",0.67,9.15,11.4,0.13,126,7.51,2,10
"461",501457,"150400000060","2020.134",0,32.3,7.4,0.26,152,8.54,4,6
"462",500941,"150405000002","2007.023",0.3,4.68,2.5,0.15,62.2,5.31,2,3
"463",501458,"150405000033","2007.024",0.2,1,2.5,0.14,17.3,14.3,2,14
"464",501458,"150405000033","2008.011",0.2,1,16.4,0.12,20,14.7,1,12
"465",501458,"150405000033","2010.010",0.2,1,7.38,0.14,23.7,12.9,2,8
"466",501458,"150405000033","2012.015",0.64,1,7.3,0.1,16,17.8,2,3
"467",501458,"150405000033","2013.020",0.47,1,NA,0.14,22.5,16.06,NA,NA
"468",501458,"150405000033","2014.104",0.2,1,8.69,0.05,25,9.1,2,3
"469",501458,"150405000033","2019.064",0.3,1,5,0.2,26.5,19.765,2,6
"470",501459,"150405000034","2010.011",0.2,1,6.7,0.14,23.9,4.42,2,8
"471",501459,"150405000034","2012.016",0.74,1,7.33,0.1,16,3.85,1,11
"472",501460,"150405020001","2013.063",0.2,1,2.5,0.05,17.5,66.15,3,5
"473",501460,"150405020001","2014.105",0.26,1,8.79,0.11,25,50.33,3,7
"474",501460,"150405020001","2019.065",2.2,1,5,0.26,35.5,99.001,3,8
"475",506351,"150405020003","2013.064",0.46,1,7.47,0.11,13,134.05,4,20
"476",506352,"150405020102","2013.065",1.48,1,7.45,0.12,14,121.7,5,75
"477",506101,"150405040002","2013.066",0.76,1,13.7,0.05,40,6.03,5,60
"478",505112,"150407030006","2012.027",0.2,15.7,5.76,0.21,77,4.92,4,28
"479",505112,"150407030006","2016.009",0.8,17,8.13,0.25,70,5.07,3,18
"480",505113,"150408000001","2012.022",43,11.9,10.7,0.36,41,0.5,1,NA
"481",505113,"150408000001","2017.090",0.24,42.05,5.99,0.47,74,719.56,5,12
"482",505113,"150408000001","2019.063",2.5,32.5,220,1.78,135.5,684.24,3,2
"483",501461,"150409000002","2007.025",0.2,1,2.5,0.1,78.8,8.95,3,13
"484",501461,"150409000002","2017.091",0.2,3.88,7.39,0.12,124,10.91,1,4
"485",522684,"150700000016","2019.110",0,10.3,13,0.23,67.5,5.902,1,19
"486",505114,"151002000063","2012.024",0.9,9.92,12.2,0.2,45,4.71,1,7
"487",505114,"151002000063","2017.096",0.43,7.02,8.11,0.14,45,4.55,2,12
"488",505115,"151100000002","2017.097",0.2,12.8,8.76,0.05,108,13.86,2,12
"489",501465,"151100000024","2006.038",NA,NA,NA,NA,NA,NA,1,5
"490",515780,"160100000008","2017.098",1.47,1,8.9,0.17,55,3.86,2,4
"491",505122,"170000000024","2012.019",0.94,5.93,10.2,0.15,96.5,6.04,2,1
"492",515810,"170000000171","2017.136",1.3,9.93,9.83,0.15,86,4.96,2,7
"493",515735,"171000000013","2017.033",4.1,6.09,9.19,0.18,98,4.76,2,4
"494",515732,"171005000081","2017.034",2.6,1,7.36,0.05,109,4.33,2,0
"495",501471,"171012000015","2007.029",0.66,2.43,6.42,0.21,114,5.44,1,14
"496",505125,"171012000082","2017.035",0.89,1,5.42,0.11,102,4.47,2,8
"497",505127,"171012040017","2017.037",1.47,1,9.48,0.05,80,28.16,3,26
"498",515733,"171300000008","2017.031",4.7,4.09,16.2,0.23,88,3.89,1,5
"499",523061,"171300000075","2020.148",0,1,7,0.05,104,5.21,4,12
"500",515734,"171305000004","2017.030",5.2,1,12.5,0.15,73,3.36,2,13
"501",501474,"171305000005","2008.055",0.29,1,5.14,0.05,81.4,5.61,1,18
"502",501475,"171306000000","2007.031",NA,6.46,120,0.53,87.3,6.82,NA,35
"503",505129,"171306000001","2012.123",7.4,5.98,278,1.13,102,7.81,4,20
"504",501476,"171307000001","2008.054",0.31,7.22,6.74,0.05,80.8,5.94,1,16
"505",501478,"171400000004","2005.026",NA,14.9,14.4,0.26,106,4.67,2,4
"506",501478,"171400000004","2007.026",1.93,9.57,8.77,0.17,92.5,8.42,2,4
"507",501478,"171400000004","2017.135",1.3,11.4,7.79,0.15,108,4.32,2,3
"508",501483,"171400000026","2017.134",3.5,2.3,8.78,0.14,83,34.64,5,7
"509",515811,"172300000024","2017.137",0.2,1,8.43,0.96,124,4.16,3,6
"510",501487,"180300000043","2003.042",0.26,9.81,10,0.24,47.2,5.6,1,30
"511",501488,"190000000006","2017.019",1.44,7.09,14.5,0.29,55,3.72,2,9
"512",505138,"190000000021","2014.103",0.57,11.2,9.65,0.24,69,5.26,2,5
"513",501489,"190000000044","2014.102",0.56,9.38,9.84,0.21,66,5.15,3,11
"514",501490,"190000000105","2007.061",0.25,3.62,6.61,0.21,34.3,4.29,1,19
"515",501492,"190400000005","2007.047",0.99,11,21.7,0.51,65.5,7.26,3,4
"516",515725,"191400000010","2017.022",1.3,8.5,8.81,0.2,111,3.17,0,13
"517",509742,"191600000009","2014.101",0.36,1,10.5,0.14,61,5.61,2,5
"518",515727,"191602000002","2017.023",0.8,1,11.4,0.21,27,2.77,1,1
"519",506423,"191700000025","2013.004",0.42,3.02,11.3,0.25,56,3.52,1,7
"520",500980,"200000000014","2007.040",0.23,10.9,5.43,0.19,127,9.54,2,8
"521",500980,"200000000014","2017.145",2.3,10.4,6.94,0.26,112,6.39,1,7
"522",501496,"200000000040","2010.032",0.4,8.34,9.51,0.36,124,7.32,2,3
"523",501496,"200000000040","2012.031",1.8,6.62,10.7,0.32,101,7.1,2,13
"524",515726,"200300000004","2017.028",3.8,1,11,0.16,115,8.24,5,21
"525",515721,"200700000020","2017.018",3.1,6.9,16.3,0.49,82,4.94,3,5
"526",515721,"200700000020","2017.144",3.1,6.9,16.3,0.49,82,4.94,3,9
"527",515722,"200700000029","2017.020",1.6,9.98,11.7,1.1,119,7.19,2,4
"528",515724,"200707000006","2017.025",3.7,1,14,0.24,52,3.25,2,3
"529",501497,"200800000002","2007.039",0.24,8.96,7.67,0.15,124,8.5,1,20
"530",501497,"200800000002","2017.017",3.3,9.39,9.13,0.22,126,5.83,3,13
"531",515723,"200800000044","2017.021",3.3,9.93,11.8,0.17,114,5.26,2,10
"532",501498,"210000000067","2005.037",1.21,16.6,21.2,0.42,73.2,9.65,2,3
"533",501498,"210000000067","2010.031",1.8,20,30.5,0.43,101,11.8,2,9
"534",501498,"210000000067","2012.032",3.43,15.46,22.4,0.33,61,7.84,3,1
"535",501498,"210000000067","2015.084",1.7,16.19,20.9,0.38,75,8.26,3,2
"536",501498,"210000000067","2020.089",0,56.9,21.5,0.48,109,12.4,2,1
"537",501499,"210000000086","2010.030",1.25,17.2,13.6,0.25,92,10.1,3,15
"538",501499,"210000000086","2012.033",1.85,7.14,16.7,0.27,61,7.27,2,2
"539",501499,"210000000086","2015.083",0.97,14.52,13.9,0.32,70,7.56,2,0
"540",501499,"210000000086","2020.087",0,25.1,9.8,0.29,103,11.3,3,0
"541",501503,"210000000183","2010.029",1.71,16,25.5,0.48,103,9.52,2,26
"542",501503,"210000000183","2015.085",0.78,17.81,12.8,0.37,89,8.41,1,5
"543",501503,"210000000183","2020.081",0,15.6,12.9,0.36,89.9,7.23,2,12
"544",523046,"210300000005","2020.090",0.3,11.1,5.4,0.13,98.3,6.42,1,5
"545",501512,"210320000055","2015.027",0.76,1,8,0.31,43,1.95,0,1
"546",515656,"210500000043","2017.012",3.7,47.2,29.5,0.8,166,16.35,1,16
"547",515656,"210500000043","2020.107",0.6,57.8,12.2,0.14,154,23.1,4,22
"548",501515,"210500000065","2010.020",1.7,65.2,786,1.58,170,21.8,3,3
"549",501515,"210500000065","2012.028",0.56,41.17,254,1.44,140,17.75,2,16
"550",501515,"210500000065","2015.024",0.82,94.6,324,2.26,170.5,22.76,3,16
"551",501515,"210500000065","2017.013",3,86.4,335.5,2.74,175,23.32,3,4
"552",501515,"210500000065","2020.105",0,119,432,2.77,169,24.1,5,4
"553",501516,"210500000066","2012.029",1.12,65.75,9.67,0.37,136.5,17.65,3,10
"554",501516,"210500000066","2015.025",1.02,56,8.42,1,158,20.15,NA,10
"555",501516,"210500000066","2017.014",1.2,84,11,1.62,176,20.99,2,14
"556",501516,"210500000066","2020.106",0,119,8.9,1.87,175,21.7,4,0
"557",515658,"210500000069","2017.015",2.7,23.9,15,2.04,161,15.19,2,13
"558",515676,"210500000076","2017.016",2.6,3.3,11.9,0.26,108,10.41,1,11
"559",510273,"210500000078","2015.026",1.26,1,13.5,0.16,102,12.42,4,28
"560",501517,"210700000004","2005.066",NA,7.11,7.61,0.15,73.3,9.95,3,14
"561",501517,"210700000004","2006.027",0.32,3.35,17.4,0.16,68.3,7.34,3,1
"562",523068,"210700000005","2020.158",0.1,6.1,8,0.05,113,16,4,5
"563",501521,"211100000004","2010.034",1.51,19.8,11.1,0.23,152,21.1,3,2
"564",501521,"211100000004","2015.020",1.19,34.14,7.31,0.27,153,20.4,2,12
"565",501522,"211100000011","2005.038",3.45,21.4,29,0.4,136,20.1,5,19
"566",510269,"211100000013","2015.023",1.38,30.96,7.93,0.25,148,18.37,1,6
"567",501524,"211100000044","2005.036",0.49,11.4,2.5,0.29,124,11.5,NA,10
"568",523050,"211100000068","2020.108",0,8.9,6.7,0.42,122,11.7,2,6
"569",501528,"211105070008","2016.019",2.1,1,6.1,0.22,107,8.21,1,5
"570",501528,"211105070008","2020.104",0,1,5.2,0.2,124,7.45,5,11
"571",501529,"211105070016","2010.033",0.2,1,6.52,0.16,106,5.54,2,17
"572",501529,"211105070016","2015.021",0.62,1,5.76,0.13,108,5.97,1,17
"573",510281,"211109000026","2015.022",0.54,1,6.32,0.11,125,6.28,4,40
"574",501532,"211200000001","2005.039",0.67,4.97,10.5,0.29,23.5,4.21,0,0
"575",501532,"211200000001","2020.088",0.3,12.3,7.6,0.16,54.5,5.96,2,2
"576",501533,"211200000017","2005.040",0.81,4.08,12.5,0.27,21.4,3.97,0,0
"577",501534,"211200000039","2004.107",0.87,2.3,16,0.27,16.8,3.44,2,2
"578",509944,"211200000257","2013.031",0.31,1,9.73,0.14,7,2.74,1,6
"579",509944,"211200000257","2014.033",0.38,1,8.36,0.15,9,3.2,1,0
"580",509944,"211200000257","2015.080",1.18,1,9.27,0.2,6.6,2.55,1,3
"581",509944,"211200000257","2016.016",1.2,1,8.13,0.23,7,3.36,1,2
"582",509944,"211200000257","2017.039",1.7,1,9.64,0.17,7,2.55,2,4
"583",509944,"211200000257","2018.006",3.82,1,7.64,0.22,9.2,2.93,1,2
"584",509944,"211200000257","2019.033",0.88,1,13,0.33,4.5,2.305,1,0
"585",509944,"211200000257","2020.074",0.3,1,6.6,0.19,8.4,3.11,1,0
"586",501537,"211200000268","2012.043",0.38,4,5.51,0.1,7,3.52,1,0
"587",501537,"211200000268","2015.079",0.64,1,9.56,0.19,6.27,2.35,1,0
"588",501538,"211205000001","2005.049",1.98,38,34.1,0.46,66.4,9.94,3,9
"589",501538,"211205000001","2020.086",0.2,116,14,0.93,153,15.4,5,10
"590",501539,"211208000001","2007.042",0.5,15.4,22.2,0.63,92,9.12,2,43
"591",501540,"211230000006","2010.049",1.53,1,22.4,0.32,13.8,2.42,3,2
"592",522645,"211251000001","2019.034",0.45,1,12,0.31,5,2.152,1,4
"593",522646,"211252000001","2019.035",0.35,1,12,0.36,3,2.104,1,0
"594",501541,"211500000001","2005.048",0.59,34,10.3,0.47,169,17.6,3,37
"595",501541,"211500000001","2006.026",0.2,33.4,7.25,0.47,159,16.7,3,28
"596",510085,"211600000015","2015.074",0.58,6.214,7.53,0.31,169,12.19,3,22
"597",501542,"211901030001","2005.067",NA,5.5,16.4,0.3,74.5,7.29,4,11
"598",501542,"211901030001","2015.069",1.49,2.923,10.9,0.29,85,5.88,2,14
"599",501543,"212100000052","2005.071",0.26,1,2.5,0.15,73.1,6.54,1,10
"600",501545,"212300000026","2020.082",0.6,30.9,12.4,0.44,124,12.2,5,10
"601",501546,"212300000050","2005.068",0.33,17,5.53,0.4,94,11.5,2,12
"602",501547,"212300000069","2004.108",1.71,13.9,7,0.31,73.9,9.48,NA,20
"603",501550,"212313000002","2005.070",0.47,1,6.01,0.16,58.5,5.69,1,3
"604",501552,"212500000034","2010.054",0.55,10.8,8.71,0.32,116,7.14,1,6
"605",522655,"212500000176","2019.042",0.89,4.82,10,0.26,78.5,3.824,2,8
"606",501553,"212502000048","2010.045",0.5,11.2,7.25,0.35,87.5,7.88,1,10
"607",501554,"212502000053","2005.087",0.2,10.8,2.5,0.24,74.4,9.25,1,9
"608",523044,"212502000098","2020.085",0,1,7.6,0.14,66.6,5.75,2,0
"609",501555,"212502000112","2010.047",0.2,1,8.37,0.14,45.2,4.48,1,9
"610",501555,"212502000112","2011.005",NA,12.2,NA,NA,49.2,NA,1,6
"611",501555,"212502000112","2012.036",0.64,1,10.2,0.17,37,6.15,4,16
"612",506356,"212502000114","2013.016",0.28,1,15.3,0.2,46,4.89,3,8
"613",501556,"212502180002","2010.048",0.73,1,6.8,0.12,53.1,4.68,2,12
"614",501556,"212502180002","2012.034",0.6,1,2.5,0.24,46,5.15,NA,7
"615",501556,"212502180002","2013.011",0.38,1,7.61,0.32,53,4.51,2,15
"616",501557,"212502220004","2010.046",0.2,1,8.8,1.02,42,4.91,1,7
"617",501557,"212502220004","2011.006",NA,1,6.35,NA,29.5,NA,1,5
"618",501557,"212502220004","2012.035",0.66,1,7.21,0.14,36,6.35,1,1
"619",501557,"212502220004","2013.014",0.2,1,8.77,0.19,38,5.43,1,4
"620",523043,"212503000005","2020.083",0,6.9,7.9,0.26,118,6.13,4,5
"621",515314,"212506000001","2020.084",0.4,13.7,10.8,0.28,122,6.6,4,3
"622",510083,"212519000003","2015.072",0.42,1,7.3,0.29,63.5,5.09,2,5
"623",501558,"212519000020","2009.048",0.23,1,8.06,0.19,68.5,5.38,1,12
"624",501560,"212600000017","2004.109",0.32,6.1,7,0.23,56.5,5.89,1,7
"625",501561,"212600000038","2005.035",0.25,6.68,5.48,0.24,49.4,5.53,0,5
"626",501561,"212600000038","2015.075",0.76,5.441,9.61,0.29,49,4.64,1,3
"627",501562,"212600000053","2005.113",NA,NA,NA,NA,NA,NA,2,0
"628",501565,"212600000089","2005.112",0.65,3.06,7.68,0.17,44.2,5.63,2,4
"629",501565,"212600000089","2010.058",0.72,2.46,17,0.16,50.5,4.6,2,6
"630",501565,"212600000089","2015.076",1.31,3.442,10.4,0.24,43,4.1,0,5
"631",501567,"212609000008","2006.032",0.23,9.59,6.68,0.13,56.8,6.57,1,7
"632",501567,"212609000008","2020.080",0.1,15.9,7,0.05,85.4,8.83,3,9
"633",501569,"212609000013","2005.034",0.101,11.3,2.5,0.13,52.6,6.73,1,6
"634",501569,"212609000013","2006.030",0.23,9.59,6.68,0.13,56.8,6.57,1,9
"635",501569,"212609000013","2010.055",0.29,6.46,10.2,0.05,65.5,7.16,1,15
"636",501569,"212609000013","2015.071",0.77,8.231,8.55,0.19,58.5,5.93,1,8
"637",501571,"212609020001","2005.033",0.29,15.2,5.43,0.16,57.4,6.77,3,25
"638",501571,"212609020001","2006.031",0.36,17.8,9.64,0.18,72.1,7.71,2,24
"639",502593,"212609020002","2010.056",0.72,10.2,9.08,0.1,82.5,8.02,3,13
"640",502593,"212609020002","2015.073",1.11,8.436,9.64,0.21,73.8,7.61,3,13
"641",523042,"212621000031","2020.078",0.3,1,11.4,0.36,76.3,3.84,1,2
"642",501573,"212621000048","2010.057",1.28,1,14.1,0.17,55.5,3.81,2,14
"643",501573,"212621000048","2020.079",0.5,1,32.2,0.38,56.1,3.05,3,6
"644",501576,"220000000006","2003.087",2.8,15,17,0.41,24.3,NA,1,13
"645",501576,"220000000006","2012.045",1.9,12,18.8,0.3,22,4.54,3,9
"646",501577,"220000000021","2010.050",1.21,6.33,23,0.27,23.5,2.19,3,1
"647",515737,"220100000009","2017.038",2.6,5.77,18.4,0.26,26,4.35,1,8
"648",501582,"250100000003","2010.071",0.66,1,9.38,0.13,23.8,10.4,4,3
"649",501582,"250100000003","2012.044",1.1,2.67,6.68,0.1,22,7.71,5,0
"650",515745,"250100000010","2017.045",0.58,1,12.4,0.26,13,3.07,2,5
"651",501583,"260000000001","2017.041",0.5,1,11.8,0.23,12,2.4,1,0
"652",501586,"260000000088","2009.050",2.74,1,23.1,0.29,17.1,2.44,2,0
"653",501590,"260000000159","2009.053",1.52,1,20.2,0.48,20,0.9,4,7
"654",501591,"260300000001","2017.042",0.6,1,NA,0.25,14,2.57,1,2
