location_id,site_id,site_name,latitude,longitude,bio_sample,stream_type,sample_type,ecoregion,basin,area_km2,elev_ft,conductivity,chloride_mg,tp_ug,tn_mg,nitrate_mg,ph,alkalinity,sulfate_mg,tal_ug,tfe_ug,turbidity,watershed_imperv,watershed_developed,riparian_developed,watershed_agric,riparian_agric,watershed_forest,riparian_forest,watershed_wetland,riparian_wetland,watershed_natural,riparian_natural,bankstab_rating,finesed_percent,gravel_percent,silt_rating,embedded_percent
501874,463200000145X,Gihon River 14.5,44.71158981,-72.5344162,2013.027,MHG,KN,58,VT07,33.0489,1050,136.85,7.73,10.2,0.235,0.1,7.58,51.85,5.385,25.45,206.55,0.715,0.58448844,5.19049011,5.5757175,3.297840475,1.94655241,85.2688328,62.982515,5.6588865,29.132302,91.5116721,92.4777335,4.5,5,20,3,6.25
509742,191600000009X,North Branch Wells River 0.9,44.22777939,-72.20925903,2014.101,SHG,KN,58,VT14,24.3567,954,137.2,1,10.5,0.14,NA,7.91,61,5.61,75.68,72.84,0.36,0.217123009,2.752835506,2.91586945,5.465026,2.820268,86.5730092,70.36329115,4.0276391,21.319307,91.7821311,94.26386015,4,5,16,3,20
505280,492300000042X,Huntington River 4.2,44.36542892,-72.98832703,2010.11,MHG,KN,58,VT08,150.5943,491,81.5,5.36,5.96,0.05,0.025,7.79,27.1,4.77,33.3,50.3,1.07,0.284205885,2.921226114,4.80899404,6.3187648,8.3524631,89.8248452,82.4356938,0.71177998,4.1261987,90.76000968,86.8385421,3,2,6,2,15
515727,191602000002X,Red Brook 0.2,44.24845886,-72.20574951,2017.023,SHG,KN,58,VT14,9.5436,1135,56.2,1,11.4,0.21,0.025,7.18,27,2.77,44.625,90.919,0.8,0.050264051,0.61297623,0.8908686,0.4243682,0,90.6329669,60.801786,7.7800829,36.080176,98.9626538,99.109133,5,1,5,2,20
502064,494014000039X,Dowsville Brook 3.9,44.28089142,-72.84147644,2009.016,SHG,KN,58,VT08,1.6497,1700,20.2,1,5.47,0.16,0.1,6.76,3,3.83,40.9,25,0.86,0,0,0,0,0,99.2307703,98.966408,0.54555378,1.033592,100.0000068,100,3,8,24,3,30
506423,191700000025X,South Branch Wells River 2.5,44.21841049,-72.26039124,2013.004,MHG,KN,58,VT14,33.282,1240,125.1,3.02,11.3,0.25,0.127,7.99,56,3.52,24.9,62.62,0.42,0.148891293,3.107085093,3.9515844,0.4191455,1.210395,92.432929,72.694913,2.9069765,20.363123,96.4737645,94.838029,4,7,22,2,30
506208,530000000264X,Lewis Creek 26.4,44.20185089,-73.02462006,2013.041,SHG,KN,58,VT03,7.02,1175,89.95,1,8.665,0.175,0.119,7.855,38.25,4.46,24.9,25,0.325,0.151410256,4.15384659,5.5913978,2.653846,2.688172,92.5997214,91.72043,0,0,93.19230944,91.72043,4.5,1.5,14,2,32.5
500980,200000000014X,Stevens River 1.4,44.30165863,-72.05834198,2017.145,MHG,KN,58,VT14,115.9731,575,280.15,10.65,6.185,0.225,0.12,8.205,119.5,7.965,7.45,25,1.265,0.798314437,6.179622304,9.56486467,16.8455438,15.52896207,70.4016361,53.2305503,5.665107,21.340904,76.9748222,74.9061738,3.5,7.5,10,2.5,26.25
515726,200300000004X,Cloud Brook 0.4,44.30447006,-72.08209991,2017.028,SHG,KN,58,VT14,3.6999,762,246.5,1,11,0.16,0.84,8.05,115,8.24,109.567,123.95,3.8,0.751155437,6.08124574,5.8558559,19.87351498,34.4594552,73.8349627,59.68469,0.26757484,0,74.04524384,59.68469,1,21,16,6,80
515722,200700000029X,South Peacham Brook 2.9,44.30823898,-72.14568329,2017.02,MHG,KN,58,VT14,30.1986,941,287.2,9.98,11.7,1.1,0.93,7.88,119,7.19,9.9,25,1.6,0.903171008,6.50593046,9.6934176,20.280745,16.86204,66.1075484,48.37692,5.9158368,25.0676256,73.2133278,73.4445456,2,4,17,3,35
515724,200707000006X,Mud Pond Brook 0.6,44.30667877,-72.18096924,2017.025,SHG,KN,58,VT14,5.3577,1320,114.3,1,14,0.24,0.16,7.62,52,3.25,40.297,133.295,3.7,0.22778431,3.81320385,3.7190083,4.249958,0.8264463,77.7665788,38.016528,11.2548302,57.438021,91.9368363,95.454549,4,3,4,3,15
501497,200800000002X,Peacham Hollow Brook 0.2,44.31457138,-72.10961914,2007.039,MHG,KN,58,VT14,42.7176,781,286.65,9.175,8.4,0.185,0.1,8.145,125,7.165,15.6575,43.148,1.77,0.69796056,5.75594088,11.12063996,12.4241555,8.54774129,77.3990302,59.8913754,3.8239507,20.125787,81.8199087,80.3316278,3.5,16.5,12,3,61.25
501499,210000000086X,Passumpsic River 8.6,44.4107399,-72.01412201,2010.03,WWMG,KN,58,VT15,974.2239,565,239.475,15.99,13.5,0.2825,0.135333333,8.18,81.5,9.0575,44.9,100.9666667,1.0175,1.186867167,5.8012638,7.32793202,7.2307713,4.9906905,80.9584023,67.246384,4.8401299,19.873304,86.9679629,87.6813748,3.25,4.25,15,3.5,32.5
501503,210000000183X,Passumpsic River 18.3,44.52574158,-72.0025177,2010.029,WWMG,KN,58,VT15,513.3393,700,273.9,16.47,17.06666667,0.403333333,0.231333333,7.83,93.96666667,8.386666667,30.26666667,79.35666667,0.83,1.090496286,6.00637772,6.67610998,8.2904819,5.1198421,80.1356744,70.525963,4.590122,17.2177251,85.703133,88.2040452,3,14.33333333,24,2.666666667,28.33333333
523046,210300000005X,Joes Brook 0.5,44.34078979,-72.04457855,2020.09,MHG,KN,58,VT15,137.3346,509,232.4,11.1,5.4,0.13,0.025,8.32,98.3,6.42,9.9,25,0.3,0.76077041,5.28919869,5.623013685,7.0513917,4.677695295,77.9749957,58.177811,7.8443453,31.097714,87.6594143,89.6992883,3,5,12,2,40
501512,210320000055X,Steam Mill Brook 5.5,44.50471878,-72.18335724,2015.027,SHG,KN,58,VT15,5.4306,2066,89,1,8,0.31,0.1,7.6,43,1.95,24.9,NA,0.76,0.002983096,0.1657275,0.621118,0,0,88.80053,38.095241,11.0374542,61.283644,99.8342762,99.378885,5,1,10,1,5
501515,210500000065X,Water Andric 6.5,44.41238022,-72.12876129,2012.028,SHG,KN,58,VT15,5.7402,1325,670.72,81.274,426.3,2.158,1.49,7.924,164.9,21.946,19.175,55.09,1.216,3.523204766,14.0639696,13.23829,22.859827,17.51527,60.2254961,67.6171039,1.0034494,1.425662,63.0762044,69.2464319,3.4,8.6,18.4,4.2,28
501517,210700000004X,Simpson Brook 0.4,44.37429047,-72.01924133,2005.066,SHG,KN,58,VT15,12.1221,711,185,5.23,12.505,0.155,0.08,7.715,70.8,8.645,5,25,0.32,0.577028733,3.608285156,12.7853878,13.28235,32.32877,81.5045584,50.045671,0.608805456,4.748859,83.10936036,54.8858542,3,7.5,22.5,4,37.5
501521,211100000004X,Sleepers River 0.4,44.40758896,-72.02249908,2015.02,MHG,KN,58,VT15,120.8385,564,371.5,26.97,9.205,0.25,0.105,8.125,152.5,20.75,22.65,158.95,1.35,1.440122147,6.25926324,7.933327588,13.7474426,5.79287738,76.440801,71.327071,2.75723415,14.272702,79.99329615,86.273787,3.5,7,18.5,3.5,40
501528,211105070008X,Houghton Brook 0.8,44.48788834,-72.08335876,2020.104,SHG,KN,58,VT15,17.1702,1000,242.65,1,5.65,0.21,0.137,8.3,115.5,7.83,9.95,25,1.05,0.385208093,3.569556119,3.59589054,9.1309361,2.910959,83.8276908,77.39726,2.83048566,16.0958902,87.29951066,93.4931502,3,8,14,4,45
510281,211109000026X,North Brook 2.6,44.48984146,-72.11910248,2015.022,SHG,KN,58,VT15,0.4626,1283,205.3,1,6.32,0.11,0.1,8.04,125,6.28,24.9,25,0.54,0.183018868,1.5564201,2.272727,4.474708,2.272727,93.98058,95.45455,0,0,93.96888,95.45455,1,40,12,5,35
501533,211200000017X,Moose River 1.7,44.42082977,-71.98444366,2005.04,MHG,KN,58,VT15,331.2531,630,65.8,4.08,12.5,0.27,0.025,7.39,21.4,3.97,NA,346,0.81,0.524883239,3.23372098,5.07973103,3.31713145,3.88624062,85.751032,64.057208,6.0734826,26.87818,93.4491509,91.03402354,5,0,6,1,15
509944,211200000257X,Moose River 25.7,44.57756042,-71.7842865,2017.039,MHG,KN,58,VT15,58.6098,1318,24.05,1,9.04625,0.20375,0.042857143,7.1225,7.3375,2.843125,93.59625,128.592,1.22125,0.045622063,1.242283389,3.08512699,0,0,96.0348737,89.278235,1.18853827,7.4842889,98.75771977,96.9148758,4.125,2.125,13,2.125,19.375
501538,211205000001X,Stiles Brook 0.1,44.42908859,-71.96243286,2020.086,SHG,KN,58,VT15,18.3798,744,485.8,77,24.05,0.695,0.579,8.17,109.7,12.67,7.45,25,1.09,2.865194398,11.2525707,11.466165,3.8243074,6.140351,74.2218013,45.551384,10.1116435,36.842102,84.9231201,82.393486,3.5,9.5,16.5,5,68.75
501539,211208000001X,Chesterfield Valley Brook 0.1,44.44818878,-71.94045258,2007.042,SHG,KN,58,VT15,17.7948,790,264,15.4,22.2,0.63,0.48,8,92,9.12,17.8,25,0.5,0.607222335,3.93991443,10.7424964,5.8517101,11.9536644,86.9199983,62.8751922,2.4074447,14.428646,90.20838036,77.3038382,3,43,22,3,37.5
501540,211230000006X,Rogers Brook 0.6,44.5483284,-71.77541351,2010.049,MHG,KN,58,VT15,37.8666,1180,39.1,1,22.4,0.32,0.025,6.9,13.8,2.42,80.1,622,1.53,0.140324191,1.666111855,1.37293346,0.3493844,0.9526478,89.261946,65.396463,6.8736036,32.1378562,97.9845048,97.6744145,5,2,12,4,5
522645,211251000001X,West Branch Moose River 0.1,44.63425827,-71.81176758,2019.034,MHG,KN,58,VT15,14.1867,1776,18.9,1,12,0.31,0.025,6.13,5,2.152,231,248,0.45,0.062614984,0.84374795,1.774744027,0,0,95.973625,88.66894198,1.205354,9.419795222,99.156246,98.22525597,4,4,19,2,10
505002,030913000002X,Adams Brook 0.2,42.95035172,-72.75789642,2012.127,SHG,KN,58,VT11,15.9228,980,67,2,5.79,0.1,NA,7.45,27,5.11,24.9,25,0.27,0.236830206,4.6574728,3.9143735,4.996609,2.507645,87.974468,87.767581,0.96653853,5.504587,90.34591473,93.5779784,4,1,16,5,30
500845,033900000061X,Flood Brook 6.1,43.25239182,-72.88657379,2007.069,SHG,KN,58,VT11,12.1644,1554,32.8,1.61,16.175,0.2275,0.025,6.5075,9.775,2.935,97.47675,624.98725,1.085,0.187703463,3.351583539,3.61919741,0.4883102,0,89.49708115,77.2620024,5.9633025,19.040126,96.1601083,96.38080661,3.75,8,11.75,3.5,25.625
501282,060000000038X,Saxtons River 3.8,43.13788986,-72.48800659,2003.104,MHG,KN,58,VT11,186.2955,403,83.2,11.5,12,0.17,0.08,6.94,15.8,4.92,NA,243,2.2,0.450793497,4.200101259,9.1947188,4.5411721,5.9157053,88.6704579,74.4379669,2.1908746,9.8647955,91.2587307,84.889575,5,0,3,2,15
522646,211252000001X,East Branch Moose River 0.1,44.63433075,-71.81099701,2019.035,SHG,KN,58,VT15,10.323,1778,14.7,1,12,0.36,0.025,5.85,3,2.104,287,202,0.35,0.089712293,2.188317556,2.57985258,0,0,96.2959614,89.31203931,1.543156,8.108108108,97.81168687,97.42014742,4,0,6,2,10
501541,211500000001X,Roberts Brook 0.1,44.45500183,-72.01545715,2005.048,SHG,KN,58,VT15,4.5216,606,465.5,33.7,8.775,0.47,0.415,8.105,164,17.15,5,25,0.395,1.827428344,7.06608306,13.894737,13.95303,16,76.14678831,54.7368463,2.10987246,14.5263163,78.98088616,70.1052679,2,32.5,24.5,4,62.5
501299,071605000048X,Andover Branch 4.8,43.28852081,-72.71399689,2003.031,SHG,KN,58,VT11,7.281,1230,51,7.93,9,NA,NA,6.92,17.1,NA,NA,NA,NA,0.29460022,3.9802228,4.5387995,6.205192,2.196193,88.50858636,87.2620847,0.6427689,5.856515,89.8145859,93.2650126,3,5,10,3,15
510085,211600000015X,Stark Brook 1.5,44.47875977,-72.02707672,2015.074,SHG,KN,58,VT15,6.0246,797,374.2,6.214,7.53,0.31,0.22,8.16,169,12.19,24.9,25,0.58,0.909172393,7.4394983,11.968504,18.32985,1.102362,71.4349659,75.59055,2.1063635,11.338583,74.2306491,86.929133,2,22,21,4,55
501542,211901030001X,Barnes Brook 0.1,44.52309036,-71.94422913,2005.067,SHG,KN,58,VT15,5.1777,1170,175.9,4.2115,13.65,0.295,0.16,7.77,79.75,6.585,14.95,25,1.49,0.519800275,3.7197981,12.398374,19.81574447,10.56911,75.0608696,74.1869981,1.077699,2.845528,76.4644585,77.0325261,3.5,12.5,10.5,4,46.25
501377,130000000154X,White River 15.4,43.79296112,-72.49436951,2006.044,WWMG,KN,58,VT09,1585.3059,438,206.4666667,14.23333333,8.766666667,0.27,0.1425,8.16,69.33333333,7.483333333,9.9,44,0.536666667,0.718001239,4.76328905,8.6544122,8.3101375,9.1416283,84.4214735,73.9006616,1.5971491,7.9822081,86.9265711,82.203949,3.666666667,2.333333333,9.333333333,2.666666667,20
501543,212100000052X,South Wheelock Branch 5.2,44.54695892,-72.09124756,2005.071,SHG,KN,58,VT15,17.1738,1176,162,1,2.5,0.15,0.1,7.73,73.1,6.54,19.6,25,0.26,0.380725291,3.47971939,6.5907734,4.574992541,2.216896,88.2383703,77.471533,2.0228487,10.18573612,91.9452847,91.19232012,3,10,15,2,37.5
501545,212300000026X,Millers Run 2.6,44.55247116,-72.02970123,2020.082,MHG,KN,58,VT15,116.8155,690,365.1,30.9,12.4,0.44,0.302,7.93,124,12.2,39,72.4,0.6,1.059524635,6.464038481,8.02299889,9.1698444,9.68598,80.1093945,68.040696,2.9870184,13.6311338,84.3661184,82.2910248,4,10,26,6,45
501434,134600000060X,Tweed River 6.0,43.74885941,-72.82144165,2007.058,MHG,KN,58,VT09,38.5677,920,83.2,9.3,2.5,0.36,0.3,7.18,16.5,5.17,5,25,0.1,0.323804634,4.622780569,8.6729079,0.4923809,0.688326,92.9082807,84.03083812,1.62182313,6.084802,94.88483573,90.63876782,5,12,16,3,37.5
501550,212313000002X,Dunne Mountain Trib 0.2,44.60179138,-72.11965179,2005.07,SHG,KN,58,VT15,15.9273,975,131,1,6.01,0.16,0.08,7.59,58.5,5.69,20,25,0.47,0.139910719,4.27756123,4.7885886,1.808216,1.273561,92.4583629,90.2699888,1.310957105,3.31125834,93.91422741,93.93784414,3,3,9,2,15
501551,21231706C008X,Nation Brook Trib 3 0.8,44.64730835,-72.12609863,2013.013,SHG,KN,58,VT15,2.9025,1520,120.175,1,7.3725,0.196666667,0.09,7.6325,50.9,8.07,31.55,95.755,0.846666667,0.095503876,3.72093026,4.5685282,0,0,95.343058,84.26396,0.8992248,11.16751,96.2790688,95.43147,4.25,7.5,14,3,21.25
501552,212500000034X,West Branch Passumpsic River 3.4,44.58123016,-71.98294067,2010.054,MHG,KN,58,VT15,107.7075,764,276,10.8,8.71,0.32,0.24,8.08,116,7.14,10.5,73.7,0.55,0.904758722,5.93607701,6.24609106,9.511593,3.9138596,76.3157589,64.802076,7.100063,24.2069484,84.552334,89.8400493,NA,6,13,2,5
522655,212500000176X,West Branch Passumpsic River 17.6,44.67607117,-71.99878693,2019.042,MHG,KN,58,VT15,25.047,1079,178.9,4.82,10,0.26,0.067,7.42,78.5,3.824,28.08,85.27,0.89,0.46916996,5.127559745,3.832616347,1.9295725,0.821274932,83.7224351,66.24951115,8.7675173,29.01838092,92.9428636,95.34610872,4,8,14,3,50
501529,211105070016X,Houghton Brook 1.6,44.49475098,-72.09554291,2010.033,SHG,KN,58,VT15,14.7114,1100,189,1,6.14,0.145,0.085,8.04,107,5.755,17.55,25,0.41,0.127248256,2.667318815,2.7249688,2.031078,0.5703422,91.6401491,80.164767,2.97932175,16.5399244,95.30159975,96.7046914,4,17,17,2.5,17.5
501537,211200000268X,Moose River 26.8,44.5841713,-71.78504944,2015.079,MHG,KN,58,VT15,50.0877,1319,19.9,2.5,7.535,0.145,0.025,6.69,6.635,2.935,95.25,128.95,0.51,0.045550105,1.225450907,3.02148628,0,0,95.9897208,89.525515,1.15717072,7.273948,98.77454462,96.978514,3.5,0,6,2,32.5
506356,212502000114X,Calendar Brook 11.4,44.65787125,-72.10352325,2013.016,SHG,KN,58,VT15,2.3013,1750,101.1,1,15.3,0.2,0.081,7.82,46,4.89,86,96.22,0.28,0.033633164,0.07821666,0,0,0,99.688713,98.57651,0.1564333,1.423488,99.9217863,99.999998,4,8,15,4,30
523044,212502000098X,Calendar Brook 9.8,44.6545105,-72.07791901,2020.085,SHG,KN,58,VT15,12.1338,1402,140.3,1,7.6,0.14,0.051,7.72,66.6,5.75,10,25,0,0.139816051,0.80848536,1.794688,1.498294,1.507538,97.4216391,94.185217,0.30410919,1.866475,97.69321919,96.6977796,3,0,9,3,25
501612,280300000026X,Black Branch Nulhegan River 2.6,44.80590057,-71.70671082,2009.062,MHG,KN,58,VT16,62.8011,1130,53.3,1,16.6,0.27,0.07,7.43,21.3,3.39,79.9,320,1.19,0.046876567,1.44312811,1.09976465,0.001433096,0.01963865,83.177383,63.3739125,14.9471934,35.3888414,98.555445,98.8805858,5,21,11,1,50
501656,373100000019X,Pherrins River 1.9,44.82606888,-71.90084076,2003.088,MHG,KN,58,VT17,49.9959,1246,155,24,9,0.29,NA,7.75,48.7,NA,NA,NA,0.58,0.26622383,1.483321691,1.8561127,0.4302353,0.3988342,88.617663,71.897524,9.2131559,25.6787881,98.0864432,97.7450496,3,2,6,NA,15
501556,212502180002X,Clark Brook 0.2,44.65563965,-72.0795517,2010.048,SHG,KN,58,VT15,4.2822,1435,110.6333333,1,5.636666667,0.226666667,0.1295,7.786666667,50.7,4.78,42.8,25,0.57,0.184110971,1.0088273,0.407332,1.786465,0,96.9970641,96.130342,0.3783102,1.629328,97.2047092,99.592664,4.333333333,11.33333333,17.66666667,3,31.66666667
501557,212502220004X,Calendar Brook Trib 22 0.4,44.65922928,-72.09542847,2013.014,SHG,KN,58,VT15,2.2626,1650,86.05,1,7.7825,0.45,0.089,7.7975,36.375,5.563333333,26.7,25,0.353333333,0.069212411,0.27844075,0,0,0,99.840574,99.0697763,0.1988862,0.9302326,99.7215602,100.0000089,4.5,4.25,9,2,11.25
523043,212503000005X,Roundy Brook 0.5,44.60926056,-71.96067047,2020.083,MHG,KN,58,VT15,23.9832,880,262.1,6.9,7.9,0.26,0.174,8.25,118,6.13,10,56.6,0,0.690220654,4.645751927,7.54795632,9.7193033,3.5863219,75.2082252,65.8882427,7.0999697,21.97665,85.6349507,88.8657267,4,5,15,5,45
515314,212506000001X,Sutton River 0.1,44.64192963,-71.97966003,2020.084,MHG,KN,58,VT15,29.5191,904,288.3,13.7,10.8,0.28,0.164,8.4,122,6.6,24,131,0.4,0.904295863,5.88432511,5.9600614,7.82036,2.4884792,79.338187,68.2334831,6.2715324,21.781877,86.2953054,91.5514581,2,3,23,5,50
510083,212519000003X,Arcadia Brook 0.3,44.70634079,-72.00335693,2015.072,SHG,KN,58,VT15,6.7455,1299,137.7,1,7.3,0.29,0.18,7.96,63.5,5.09,24.9,25,0.42,0.19239493,2.80186743,2.517483,0,0,94.1325427,82.7972009,2.801868,14.68532,97.19813023,97.4825209,5,5,13,3,25
501561,212600000038X,East Branch Passumpsic River 3.8,44.58573151,-71.94869995,2015.075,MHG,KN,58,VT15,184.59,790,122.5,6.0605,7.545,0.265,0.145,7.54,49.2,5.085,50.55,25,0.505,0.436928328,3.805460713,4.589543576,2.47342772,1.42890986,88.2563735,77.161105,4.6006825,16.6642997,93.7211077,93.9815438,2.5,4,8.5,1.5,28.75
501567,212609000008X,Dish Mill Brook 0.8,44.58889008,-71.93190002,2020.08,SHG,KN,58,VT15,15.8094,950,194.5,12.745,6.84,0.09,0.0425,8.1,71.1,7.7,10,25,0.165,1.225833998,7.258340466,9.91879394,1.946943,0.2900232,90.174404,86.7749432,0.540817532,3.01624128,90.79470842,89.79118448,2.5,8,12.5,3,37.5
501849,461143000021X,Stevensville Brook 2.1,44.50582886,-72.84583282,2007.034,SHG,KN,58,VT07,4.5459,1400,24.6,1,2.5,0.12,0.08,7.47,3.8,4.84,59,25,0.2,0,0,0,0,0,99.347187,99.9999967,0.05939418,0,99.99999236,99.9999967,5,2,19,2,15
501571,212609020001X,Dish Mill Brook Trib 2 0.1,44.59117889,-71.91819,2006.031,SHG,KN,58,VT15,3.2571,1120,200.5,16.5,7.535,0.17,0.135,7.8,64.75,7.24,NA,25,0.325,3.137883393,17.4910236,19.4748334,0.4144791,0,82.224683,79.8687135,0.08289582,0.6564552,82.09450382,80.5251687,2,24.5,7.5,3.5,62.5
523042,212621000031X,Bean Brook 3.1,44.6999588,-71.92978668,2020.078,MHG,KN,58,VT15,23.976,1313,156.5,1,11.4,0.36,0.259,8,76.3,3.84,9.9,24.9,0.3,0.20731982,1.944444104,1.85029414,0.397897854,0,88.4479603,72.834318,6.9782277,25.2312869,97.6576537,98.14970919,3,2,10,2,5
501577,220000000021X,Miles Stream 2.1,44.43080139,-71.76583099,2010.05,MHG,KN,58,VT16,44.3205,920,71.9,6.33,23,0.27,0.025,7.17,23.5,2.19,63.3,453,1.21,0.280454869,2.23169851,1.42898822,0.1522997,0.05832604,90.582363,67.104112,5.9071981,30.7378216,97.6160041,98.5126831,5,1,16,4,25
510090,492300000079X,Huntington River 7.9,44.33929062,-72.99617004,2015.12,MHG,KN,58,VT08,121.221,566,170,15.31,2.5,0.38,0.33,7.56,53,7.02,24.9,25,1.15,0.279597594,2.649046052,4.31920723,6.4236392,7.5068409,90.07088309,84.5277673,0.59544131,3.5204494,90.92730961,88.1739471,2,1,7,2,10
505284,492300000120X,Huntington River 12.0,44.29444122,-72.9692688,2010.113,MHG,KN,58,VT08,72.8172,676,72.5,5.82,8.65,0.05,0.025,7.61,21.4,4.45,60.6,79.8,1.63,0.197421763,2.323626852,4.18333944,4.8932122,5.1897658,92.24400397,87.9228764,0.47461311,2.5342545,92.78316021,90.6268896,2,4,10,3,25
515737,220100000009X,Scales Brook 0.9,44.42506027,-71.74484253,2017.038,SHG,KN,58,VT16,14.2983,899,77.4,5.77,18.4,0.26,0.11,6.8,26,4.35,62.226,151.927,2.6,0.251715239,3.44306719,0.7882883,0.7553346,0.2252252,92.715474,90.2027026,0.937873765,8.7837836,95.80160477,98.9864862,5,8,25,2,30
515745,250100000010X,Washburn Brook 1.0,44.57144928,-71.60970306,2017.045,SHG,KN,58,VT16,9.4104,955,33.4,1,12.4,0.26,0.05,6.9,13,3.07,61.886,175.68,0.58,0,0,0,0,0,98.125481,94.334651,0.899005357,5.6653489,99.99999136,99.9999999,4,5,9,3,45
501583,260000000001X,Paul Stream 0.1,44.69646835,-71.60327148,2017.041,MHG,KN,58,VT16,137.4507,860,32.3,1,11.8,0.23,0.025,6.89,12,2.4,96.029,181.708,0.5,0.055387859,1.805883412,3.87435623,0.01440516,0.01981768,85.57549,56.1633017,12.41135966,39.9326205,98.17971736,96.10583104,4,0,2,2,5
515340,498200000014X,Jug Brook 1.4,44.40045929,-72.34172058,2015.094,SHG,KN,58,VT08,16.479,1025,206.7,1,9.28,0.21,0.07,7.98,107,5.03,24.9,NA,0.45,0.244675041,4.11796875,5.3719008,5.745494,2.892562,85.14878002,67.53246188,4.8061174,24.203071,90.1365373,91.73553288,NA,NA,NA,NA,NA
515435,551200000218X,New Haven River 21.8,44.05113983,-72.96222687,2016.143,MHG,KN,58,VT03,25.4862,1455,48,1,12,0.05,0.025,7.19,17,4.33,9.9,25,0.24,0.047849424,1.26774478,2.9150822,0.02118794,0.1901141,96.79014019,91.00125935,1.4866869,5.83016438,98.71106481,96.89479508,3,0,17,2,30
501586,260000000088X,Paul Stream 8.8,44.65922165,-71.69980621,2009.05,MHG,KN,58,VT16,55.7865,1350,37,1,23.1,0.29,0.025,7.43,17.1,2.44,12.6,525,2.74,0.046527386,1.75687628,4.38512844,0,0,86.671187,53.551002,11.50923647,42.0638697,98.24312563,95.6148717,5,0,1,3,2.5
501591,260300000001X,Granby Stream 0.1,44.64944839,-71.68589783,2017.042,MHG,KN,58,VT16,41.5791,1200,29.1,1,NA,0.25,0.025,7.2,14,2.57,131.124,247.621,0.6,0.022684474,0.50001079,1.18866203,0.004329098,0,87.0799519,56.9643448,11.91368107,41.81652281,99.49565367,98.81134612,5,2,6,2,5
501593,260700000008X,Madison Brook 0.8,44.67676926,-71.72402191,2013.036,SHG,KN,58,VT16,16.038,1500,26.55,1.5,10.11,0.19,0.102,7.535,9.5,3.285,122,307.3,0.885,0.033501684,1.672278672,8.8295684,0,0,97.435761,81.31417,0.830527452,9.8562636,98.32771963,91.1704336,4,4,15.5,1.5,20
501595,261100000027X,North Branch Paul Stream 2.7,44.71345139,-71.77353668,2013.035,SHG,KN,58,VT16,3.303,2060,39.95,1.5,12.25,0.105,0.025,7.86,11.75,4.71,59,25,0.2,0.019073569,1.689373,14.34426,0,0,98.30831513,85.65574,0,0,98.3106296,85.65574,4.5,3,14,2.5,32.5
505373,553806000018X,Mendon Brook 1.8,43.65161133,-72.91864777,2012.115,SHG,KN,58,VT03,44.5176,1099,122.1,11.2,5.91,0.16,NA,7.93,42,4.76,NA,NA,0.51,0.7678918,4.94703255,6.63942782,0.752062045,0.07660878,90.86735742,80.41369252,3.38630114,11.7722191,94.30090794,93.28397062,3,9,14,2,5
501599,280000000002X,Nulhegan River 0.2,44.75217056,-71.63506317,2008.104,WWMG,KN,58,VT16,376.5024,890,55.9,2.88,8.75,0.19,0.025,7.17,16,3.53,53,182,1.05,0.126025491,1.817438931,1.780752305,0.2242217,0.2665457,86.432529,65.8509696,10.491327,31.8068447,97.9583396,97.9527159,3,11,7,1,2.5
515738,280000000212X,Nulhegan River 21.2,44.77254105,-71.8631897,2017.054,SHG,KN,58,VT16,1.2609,1750,44,1,10.3,0.19,0.09,7.4,16,3.25,45.687,25,0.7,0,0,0,0,0,99.714283,100.000007,0,0,100.0000042,100.000007,4,17,14,3,30
515739,280100000013X,Hibbard Brook 1.3,44.78834915,-71.64190674,2017.056,SHG,KN,58,VT16,2.0763,1475,25.1,1,11.3,0.25,0.025,6.39,10,1.52,98.203,197.464,0.27,0,0,0,0,0,97.96006778,87.5647737,1.993932,10.36269,99.9999937,100.0000027,3,4,7,2,20
501604,280200000007X,East Branch Nulhegan River 0.7,44.78089905,-71.65856171,2010.069,MHG,KN,58,VT16,88.9245,955,34.1,1.5,8.225,0.105,0.025,7.335,11.25,3.4,66.25,120.45,0.23,0.068589646,1.253985451,2.4713521,0,0,93.373798,77.053706,3.075755104,20.2126187,98.7460136,97.5286469,3,6,9,1.5,16
521449,612500000057X,North Branch Hoosic River 5.7,42.75031662,-73.06781006,2018.022,MHG,KN,58,VT01,61.6689,1088,67,9.13,7.05,0.18,0.1,6.7,20,3.1,20.412,101.053,3.67,0.390041009,2.93924448,4.90739486,2.16284022,3.21752099,92.0639565,81.28971596,2.34380659,10.03109376,94.89791259,91.87508852,3,2,11,3,65
501611,280300000023X,Black Branch Nulhegan River 2.3,44.80340958,-71.70783997,2012.047,MHG,KN,58,VT16,63.0585,1135,51.55,1.5,9.055,0.19,0.025,7.34,20.25,2.77,66.0765,322.626,1.385,0.050966959,1.47434564,1.15256906,0.001427246,0.01953506,83.199894,63.3912833,14.8961723,35.3193923,98.5242382,98.827886,4.5,9,6.5,2,45
502461,650600000018X,West Branch Deerfield River 1.8,42.78887177,-72.96099854,2013.1,MHG,KN,58,VT12,69.1407,1515,32.2,4.35,11.5,0.12,0.025,7.23,4.5,3.19,107,166.1,0.27,0.228768598,1.659659054,3.468872,0.1080406,0.3216173,89.356182,65.2308813,8.8033532,30.702964,98.2323078,96.2095173,NA,0,9,2,5
